
656	1.104	6.214	
0	0	0	
3	0.00149334	0.004778982	
10	0.00192849	0.01528059	
17	0.00157749	0.017472	
24	0.00295026	0.03194477	
31	0.00235184	0.03319082	
38	0.00289		0.03757182	
45	0.00454789	0.04552418	
52	0.00481345	0.04437823	
59	0.00503292	0.05318677	
66	0.00569906	0.05452018	
73	0.00703365	0.05841459	
80	0.00694539	0.064311	
87	0.00773495	0.06164782	
94	0.00886941	0.069563	
101	0.00904911	0.06793241	
108	0.00897141	0.06959641	
115	0.0104504	0.07603518	
122	0.011669		0.07254741	
129	0.0113747	0.08314241	
136	0.0124702	0.08056659	
143	0.0126395	0.08171241	
150	0.0149172	0.09043918	
157	0.0142396	0.08444059	
164	0.0149641	0.09097777	
171	0.0151075	0.09062677	
178	0.0169766	0.09028877	
185	0.0176902	0.09957077	
192	0.0166665	0.09370777	
199	0.0186134	0.10076859	
206	0.0186345	0.09980659	
213	0.0198168	0.09753341	
220	0.0208661	0.10792977	
227	0.0209855	0.10139077	
234	0.021408		0.10587382	
241	0.0225088	0.108667	
248	0.0233954	0.10663159	
255	0.0241969	0.11465077	
262	0.024206		0.10750818	
269	0.024764		0.11106277	
276	0.0249363	0.11185382	
283	0.0263753	0.10944323	
290	0.0271827	0.11823877	
297	0.0273283	0.11313341	
304	0.0278099	0.11815518	
311	0.0287146	0.119977	
318	0.0293272	0.11709477	
325	0.0303333	0.12654577	
332	0.0317103	0.12095382	
339	0.0312843	0.12297259	
346	0.0322651	0.12937782	
353	0.0324029	0.12671282	
360	0.0339052	0.1364688	
367	0.0348762	0.1305239	
374	0.0348935	0.12996477	
381	0.0360849	0.1356758	
388	0.0368032	0.1308372	
395	0.0366741	0.1385592	
402	0.0383814	0.136201	
409	0.0382068	0.1356797	
416	0.0392267	0.1435252	
423	0.0395321	0.136149	
430	0.0406734	0.1462578	
437	0.0416453	0.1417117	
444	0.041802		0.139789	
451	0.0421721	0.1473862	
458	0.0432502	0.1363479	
465	0.0435775	0.12639341	
472	0.0436239	0.11938641	
479	0.0437641	0.11338782	
486	0.0440268	0.10954359	
493	0.043954		0.104559	
500	0.0435292	0.10189777	
507	0.0439751	0.09756682	
514	0.0439814	0.09531041	
521	0.0439665	0.09254518	
528	0.0439295	0.09086077	
535	0.0441575	0.08811582	
542	0.0440892	0.08712223	
549	0.044006		0.08484723	
556	0.0440886	0.08417318	
563	0.044413		0.08206718	
570	0.0441372	0.08147841	
577	0.044269		0.07945418	
584	0.0445296	0.07888023	
591	0.0440731	0.07691177	
598	0.0447271	0.07669441	
605	0.044255		0.07509177	
612	0.0444117	0.07470723	
619	0.0442443	0.07332182	
626	0.0444438	0.07241	
633	0.0441137	0.07214441	
640	0.045094		0.07109518	
647	0.0445943	0.07125118	
654	0.044273		0.06994	
661	0.0441237	0.07101341	
668	0.0448165	0.06914323	
675	0.0449251	0.068419	
682	0.0450445	0.06789718	
689	0.044756		0.06725641	
696	0.0450777	0.066989	
703	0.0437792	0.06638177	
710	0.0446587	0.06667141	
717	0.0452657	0.065923	
724	0.044595		0.06515418	
731	0.0455935	0.06495177	
738	0.044344		0.064597	
745	0.0447993	0.06515418	
752	0.0454115	0.06382259	
759	0.0445664	0.06398782	
766	0.0452332	0.06372041	
773	0.0455578	0.06312982	
780	0.0442105	0.06223659	
787	0.046483		0.06255418	
794	0.0446507	0.06309459	
801	0.0449459	0.06142682	
808	0.0449402	0.06210282	
815	0.0444484	0.062842	
822	0.0449297	0.06185218	
829	0.0450811	0.06206941	
836	0.0437952	0.06146023	
843	0.0456632	0.06125977	
850	0.0449798	0.06198218	
857	0.0444404	0.06225323	
864	0.0448139	0.06190041	
871	0.0447067	0.06102018	
878	0.0450847	0.06013423	
885	0.0445607	0.06013423	
892	0.0454482	0.05945459	
